Test Case,Fault,Command
t2321,[],-P [3  2  3  < ../inputs/input/lu455]
t2322,[],-P [6  1  2  < ../inputs/input/lu456]
t2323,[],-P [7  2  5  < ../inputs/input/lu457]
t2324,[],-P [4  1  4  < ../inputs/input/lu458]
t2325,[],-P [5  6  5  < ../inputs/input/lu459]
t2326,[],-P [6  3  10  < ../inputs/input/lu460]
t2327,[],-P [3  6  3  < ../inputs/input/lu461]
t2328,[],-P [8  9  6  < ../inputs/input/lu462]
t2329,[],-P [9  6  9  < ../inputs/input/lu463]
t2330,[],-P [10  7  2  < ../inputs/input/lu464]
t2331,[],-P [3  6  3  < ../inputs/input/lu465]
t2332,[],-P [4  7  10  < ../inputs/input/lu466]
t2333,[],-P [3  8  3  < ../inputs/input/lu467]
t2334,[],-P [10  9  4  < ../inputs/input/lu468]
t2335,[],-P [1  8  9  < ../inputs/input/lu469]
t2336,[],-P [10  7  8  < ../inputs/input/lu470]
t2337,[],-P [3  10  7  < ../inputs/input/lu471]
t2338,[],-P [8  3  2  < ../inputs/input/lu472]
t2339,[],-P [1  2  7  < ../inputs/input/lu473]
t2340,[],-P [4  9  4  < ../inputs/input/lu474]
t2341,[],-P [3  6  9  < ../inputs/input/lu475]
t2342,[],-P [10  5  4  < ../inputs/input/lu476]
t2343,[],-P [9  8  7  < ../inputs/input/lu477]
t2344,[],-P [2  3  6  < ../inputs/input/lu478]
t2345,[],-P [3  8  7  < ../inputs/input/lu479]
t2346,[],-P [8  7  4  < ../inputs/input/lu480]
t2347,[],-P [9  4  3  < ../inputs/input/lu481]
t2348,[],-P [8  5  10  < ../inputs/input/lu482]
t2349,[],-P [5  8  3  < ../inputs/input/lu483]
t2350,[],-P [2  7  4  < ../inputs/input/lu484]
t2351,[],-P [5  6  7  < ../inputs/input/lu485]
t2352,[],-P [6  3  2  < ../inputs/input/lu486]
t2353,[],-P [5  2  7  < ../inputs/input/lu487]
t2354,[],-P [10  5  4  < ../inputs/input/lu488]
t2355,[],-P [3  4  3  < ../inputs/input/lu489]
t2356,[],-P [10  5  4  < ../inputs/input/lu490]
t2357,[],-P [3  10  1  < ../inputs/input/lu491]
t2358,[],-P [6  5  4  < ../inputs/input/lu492]
t2359,[],-P [9  2  9  < ../inputs/input/lu493]
t2360,[],-P [2  5  4  < ../inputs/input/lu494]
t2361,[],-P [7  4  9  < ../inputs/input/lu495]
t2362,[],-P [8  1  8  < ../inputs/input/lu496]
t2363,[],-P [5  10  3  < ../inputs/input/lu497]
t2364,[],-P [6  3  6  < ../inputs/input/lu498]
t2365,[],-P [5  6  5  < ../inputs/input/lu499]
t2366,[],-P [8  7  10  < ../inputs/input/lu500]
t2367,[],-P [7 1 9 < ../inputs/input/bdt.58]
t2368,[],-P [1 4 2 < ../inputs/input/bdt.35]
t2369,[],-P [4 8 8 < ../inputs/input/bdt.18]
t2370,[],-P [7 2 10 < ../inputs/input/bdt.24]
t2371,[],-P [6 8 3 < ../inputs/input/bdt.17]
t2372,[],-P [7 10 5 < ../inputs/input/bdt.84]
t2373,[],-P [6 8 3 < ../inputs/input/bdt.56]
t2374,[],-P [8 8 0 < ../inputs/input/bdt.80]
t2375,[],-P [8 1 4 < ../inputs/input/bdt.35]
t2376,[],-P [9 3 4 < ../inputs/input/bdt.20]
t2377,[],-P [8 8 5 < ../inputs/input/bdt.14]
t2378,[],-P [4 9 7 < ../inputs/input/bdt.91]
t2379,[],-P [1 8 3 < ../inputs/input/bdt.9]
t2380,[],-P [10 10 7 < ../inputs/input/bdt.2]
t2381,[],-P [5 2 8 < ../inputs/input/bdt.41]
t2382,[],-P [8 3 4 < ../inputs/input/bdt.84]
t2383,[],-P [10 10 6 < ../inputs/input/bdt.20]
t2384,[],-P [10 7 9 < ../inputs/input/bdt.22]
t2385,[],-P [2 8 7 < ../inputs/input/bdt.100]
t2386,[],-P [10 3 4 < ../inputs/input/bdt.6]
t2387,[],-P [2 5 3 < ../inputs/input/bdt.46]
t2388,[],-P [8 6 0 < ../inputs/input/bdt.16]
t2389,[],-P [2 7 7 < ../inputs/input/bdt.77]
t2390,[],-P [0 5 1 < ../inputs/input/bdt.1]
t2391,[],-P [5 4 5 < ../inputs/input/bdt.20]
t2392,[],-P [8 6 2 < ../inputs/input/bdt.35]
t2393,[],-P [8 4 4 < ../inputs/input/bdt.63]
t2394,[],-P [6 4 8 < ../inputs/input/bdt.82]
t2395,[],-P [0 1 3 < ../inputs/input/bdt.80]
t2396,[],-P [8 7 9 < ../inputs/input/bdt.47]
t2397,[],-P [1 9 9 < ../inputs/input/bdt.27]
t2398,[],-P [1 9 0 < ../inputs/input/bdt.39]
t2399,[],-P [4 0 10 < ../inputs/input/bdt.83]
t2400,[],-P [7 0 6 < ../inputs/input/bdt.38]
t2401,[],-P [5 0 7 < ../inputs/input/bdt.30]
t2402,[],-P [2 9 7 < ../inputs/input/bdt.74]
t2403,[],-P [10 10 6 < ../inputs/input/bdt.42]
t2404,[],-P [2 5 10 < ../inputs/input/bdt.25]
t2405,[],-P [8 5 0 < ../inputs/input/bdt.31]
t2406,[],-P [6 9 1 < ../inputs/input/bdt.37]
t2407,[],-P [8 4 2 < ../inputs/input/bdt.29]
t2408,[],-P [5 9 1 < ../inputs/input/bdt.91]
t2409,[],-P [5 1 2 < ../inputs/input/bdt.95]
t2410,[],-P [1 9 10 < ../inputs/input/bdt.79]
t2411,[],-P [3 6 5 < ../inputs/input/bdt.83]
t2412,[],-P [7 2 8 < ../inputs/input/bdt.86]
t2413,[],-P [4 7 7 < ../inputs/input/bdt.83]
t2414,[],-P [0 3 6 < ../inputs/input/bdt.36]
t2415,[],-P [5 5 1 < ../inputs/input/bdt.49]
t2416,[],-P [6 9 8 < ../inputs/ input/bdt.64]
t2417,[],-P [2 3 1 < ../inputs/input/nnt1]
t2418,[],-P [2 3 1 < ../inputs/input/nnt2]
t2419,[],-P [1 0 1 < ../inputs/input/nnt2]
t2420,[],-P [1 0 2 < ../inputs/input/nnt3]
t2421,[],-P [3 0 2 < ../inputs/input/nnt3]
t2422,[],-P [3 2 2 < ../inputs/input/nnt4]
t2423,[],-P [4 2 2 < ../inputs/input/nnt4]
t2424,[],-P [4 0 2 < ../inputs/input/nnt5]
t2425,[],-P [4 3 2 < ../inputs/input/nnt6]
t2426,[],-P [4 3 2 < ../inputs/input/nnt7]
t2427,[],-P [4 3 2 < ../inputs/input/nnt8]
t2428,[],-P [2 3 2 < ../inputs/input/nnt8]
t2429,[],-P [2 0 2 < ../inputs/input/nnt8]
t2430,[],-P [2 0 2 < ../inputs/input/nnt9]
t2431,[],-P [2 3 2 < ../inputs/input/nnt9]
t2432,[],-P [2 3 1 < ../inputs/input/nnt9]
t2433,[],-P [5 3 1 < ../inputs/input/nnt9]
t2434,[],-P [5 3 1 < ../inputs/input/nnt10]
t2435,[],-P [0 3 1 < ../inputs/input/nnt10]
t2436,[],-P [0 1 1 < ../inputs/input/nnt10]
t2437,[],-P [0 1 1 < ../inputs/input/nnt11]
t2438,[],-P [3 4 1 < ../inputs/input/nnt11]
t2439,[],-P [3 1 1 < ../inputs/input/nnt11]
t2440,[],-P [3 1 1 < ../inputs/input/nnt12]
t2441,[],-P [3 1 0 < ../inputs/input/nnt12]
t2442,[],-P [5 0 0 < ../inputs/input/nnt12]
t2443,[],-P [5 1 1 < ../inputs/input/nnt13]
t2444,[],-P [1 1 1 < ../inputs/input/nnt13]
t2445,[],-P [1 1 1 < ../inputs/input/nnt14]
t2446,[],-P [3 5 2 < ../inputs/input/nnt14]
t2447,[],-P [3 0 0 < ../inputs/input/nnt14]
t2448,[],-P [1 0 7 < ../inputs/input/inp.hf.18]
t2449,[],-P [3 2 4 < ../inputs/input/inp.hf.17]
t2450,[],-P [0 1 0 < ../inputs/input/adt.55]
t2451,[],-P [0 0 0 < ../inputs/input/adt.3]
t2452,[],-P [1 1 < ../inputs/input/ad.2]
t2453,[],-P [1 1 < ../inputs/input/ad.2]
t2454,[],-P [1 1 < ../inputs/input/ad.2]
t2455,[],-P [1 1 < ../inputs/input/ad.2]
t2456,[],-P [1 1 < ../inputs/input/ad.2]
t2457,[],-P [1 1 < ../inputs/input/ad.2]
t2458,[],-P [1 1 < ../inputs/input/ad.2]
t2459,[],-P [1 1 < ../inputs/input/ad.2]
t2460,[],-P [0 0 0 < ../inputs/input/inp.hf.14]
t2461,[],-P [0 1 5 < ../inputs/input/inp.hf.14]
t2462,[],-P [0 5 1 < ../inputs/input/inp.hf.13]
t2464,[],-P [0 1 0 < ../inputs/input/inp.hf.8]
t2465,[],-P [2 1 0 < ../inputs/input/inp.hf.1]
t2467,[],-P [0 2 5 < ../inputs/input/inp.hf.8]
t2468,[],-P [0 1 2  < ../inputs/input/lu119]
t2469,[],-P [1 0 3  < ../inputs/input/lu68]
t2470,[],-P [3 3 1 < ../inputs/input/ft.2]
t2471,[],-P [9 4 2 < ../inputs/input/ft.21]
t2472,[],-P [3 9 7 < ../inputs/input/ft.1]
t2473,[],-P [2 0 2 < ../inputs/input/ft.30]
t2474,[],-P [6 8 3 < ../inputs/input/ft.29]
t2475,[],-P [10 8 3 < ../inputs/input/ft.25]
t2476,[],-P [2 7 9 < ../inputs/input/ft.6]
t2477,[],-P [8 6 5 < ../inputs/input/ft.1]
t2478,[],-P [2 5 6 < ../inputs/input/ft.30]
t2479,[],-P [2 1 5 < ../inputs/input/ft.20]
t2480,[],-P [10 0 7 < ../inputs/input/ft.25]
t2481,[],-P [7 8 1 < ../inputs/input/ft.25]
t2482,[],-P [10 7 9 < ../inputs/input/ft.3]
t2483,[],-P [1 2 3 < ../inputs/input/ft.20]
t2484,[],-P [3 7 3 < ../inputs/input/ft.18]
t2485,[],-P [3 6 4 < ../inputs/input/ft.9]
t2486,[],-P [7 10 9 < ../inputs/input/ft.6]
t2487,[],-P [6 8 9 < ../inputs/input/ft.26]
t2488,[],-P [3 1 5 < ../inputs/input/ft.8]
t2489,[],-P [2 4 2 < ../inputs/input/ft.15]
t2490,[],-P [6 6 0 < ../inputs/input/ft.19]
t2491,[],-P [4 10 6 < ../inputs/input/ft.26]
t2492,[],-P [6 0 1 < ../inputs/input/ft.4]
t2493,[],-P [7 2 5 < ../inputs/input/ft.5]
t2494,[],-P [9 8 0 < ../inputs/input/ft.1]
t2495,[],-P [4 2 10 < ../inputs/input/ft.1]
t2496,[],-P [4 1 4 < ../inputs/input/ft.14]
t2497,[],-P [1 1 9 < ../inputs/input/ft.21]
t2498,[],-P [2 7 3 < ../inputs/input/ft.11]
t2499,[],-P [10 10 6 < ../inputs/input/ft.2]
t2500,[],-P [8 9 2 < ../inputs/input/ft.8]
t2501,[],-P [2 9 10 < ../inputs/input/ft.9]
t2502,[],-P [6 9 1 < ../inputs/input/ft.11]
t2503,[],-P [10 7 5 < ../inputs/input/ft.3]
t2504,[],-P [7 1 4 < ../inputs/input/ft.19]
t2505,[],-P [1 2 1 < ../inputs/input/ft.24]
t2506,[],-P [3 1 6 < ../inputs/input/ft.17]
t2507,[],-P [1 9 5 < ../inputs/input/ft.14]
t2508,[],-P [9 5 8 < ../inputs/input/ft.8]
t2509,[],-P [0 6 3 < ../inputs/input/ft.14]
t2510,[],-P [8 6 2 < ../inputs/input/ft.27]
t2511,[],-P [6 6 10 < ../inputs/input/ft.8]
t2512,[],-P [8 2 9 < ../inputs/input/ft.19]
t2513,[],-P [2 2 6 < ../inputs/input/ft.11]
t2514,[],-P [4 9 4 < ../inputs/input/ft.15]
t2515,[],-P [10 7 9 < ../inputs/input/ft.26]
t2516,[],-P [4 7 6 < ../inputs/input/ft.24]
t2517,[],-P [9 5 3 < ../inputs/input/ft.1]
t2518,[],-P [3 5 9 < ../inputs/input/ft.25]
t2519,[],-P [5 3 10 < ../inputs/input/ft.5]
t2520,[],-P [< ../inputs/input/bdt.77]
t2521,[],-P [< ../inputs/input/bdt.77]
t2522,[],-P [< ../inputs/input/bdt.77]
t2523,[],-P [1 2  < ../inputs/input/bdt.77]
t2524,[],-P [2 3  < ../inputs/input/bdt.77]
t2525,[],-P [2 3  < ../inputs/input/bdt.77]
t2526,[],-P [0 0 < ../inputs/input/bdt.77]
t2527,[],-P [0   0    < ../inputs/input/bdt.77]
t2528,[],-P [0          0 < ../inputs/input/bdt.77]
t2529,[],-P [1 1 1 < ../inputs/input/et.1]
t2530,[],-P [1 2 3 < ../inputs/input/et.3]
t2531,[],-P [1 2 3 < ../inputs/input/et.2]
t2532,[],-P [2 1 3 < ../inputs/input/et.4]
t2533,[],-P [3 4 1 < ../inputs/input/et.5]
t2534,[],-P [1 2 1 < ../inputs/input/et.6]
t2535,[],-P [2 1 2 < ../inputs/input/et.7]
t2536,[],-P [2 3 1 < ../inputs/input/et.8]
t2537,[],-P [2 1 1 < ../inputs/input/et.9]
t2538,[],-P [2 5 1 < ../inputs/input/et.10]
t2539,[],-P [0 0 0 < ../inputs/input/et.11]
t2540,[],-P [0 1 4 < ../inputs/input/et.12]
t2541,[],-P [1 2 3 < ../inputs/input/et.13]
t2542,[],-P [4 1 2 < ../inputs/input/et.14]
t2543,[],-P [1 2 3 < ../inputs/input/et.15]
t2544,[],-P [3  1 < ../inputs/input/ft.2]
t2545,[],-P [9  2 < ../inputs/input/ft.21]
t2546,[],-P [3  < ../inputs/input/ft.1]
t2547,[],-P [2  2 < ../inputs/input/ft.30]
t2548,[],-P [6  < ../inputs/input/ft.29]
t2549,[],-P [8 3 < ../inputs/input/ft.25]
t2550,[],-P [2  9 < ../inputs/input/ft.6]
t2551,[],-P [8 6  < ../inputs/input/ft.1]
t2552,[],-P [2 5  < ../inputs/input/ft.30]
t2553,[],-P [2  5 < ../inputs/input/ft.20]
t2554,[],-P [2 5 0 < ../inputs/input/dt.1]
t2555,[],-P [2 0 0 < ../inputs/input/dt.1]
t2556,[],-P [2 0 0 < ../inputs/input/dt.2]
t2557,[],-P [2 2 2  < ../inputs/input/dt.2]
t2558,[],-P [0 2 1  < ../inputs/input/dt.3]
t2559,[],-P [1 4 2  < ../inputs/input/dt.4]
t2560,[],-P [0 4 2  < ../inputs/input/dt.5]
t2561,[],-P [0 4 2  < ../inputs/input/dt.6]
t2562,[],-P [1 4 2  < ../inputs/input/dt.7]
t2563,[],-P [1 4 0  < ../inputs/input/dt.8]
t2564,[],-P [1 4 0  < ../inputs/input/dt.9]
t2565,[],-P [0 2 0 < ../inputs/input/dt.9]
t2566,[],-P [1 2 1 < ../inputs/input/dt.10]
t2567,[],-P [1 2 1 < ../inputs/input/dt.11]
t2568,[],-P [1 2 1 < ../inputs/input/dt.12]
t2569,[],-P [3 2 0 < ../inputs/input/dt.13]
t2570,[],-P [3 2 0 < ../inputs/input/dt.14]
t2571,[],-P [2 1 0  < ../inputs/input/dt.15]
t2572,[],-P [2 1 1  < ../inputs/input/dt.16]
t2573,[],-P [2 1 1  < ../inputs/input/dt.17]
t2574,[],-P [2 1 1  < ../inputs/input/dt.18]
t2575,[],-P [2 1 3  < ../inputs/input/dt.19]
t2576,[],-P [2 1 3  < ../inputs/input/dt.20]
t2577,[],-P [2 1 3  < ../inputs/input/dt.21]
t2578,[],-P [2 1 3  < ../inputs/input/dt.22]
t2579,[],-P [4 1 2  < ../inputs/input/dt.23]
t2580,[],-P [4 1 2  < ../inputs/input/dt.24]
t2581,[],-P [1 1 1 < ../inputs/input/ct.1]
t2582,[],-P [0 2 1 < ../inputs/input/ct.2 ]
t2583,[],-P [3 2 0 < ../inputs/input/ct.3]
t2584,[],-P [3 0 0 < ../inputs/input/ct.3]
t2585,[],-P [3 0 0 < ../inputs/input/ct.4]
t2586,[],-P [1 1 1 < ../inputs/input/ct.4]
t2587,[],-P [1 1 1 < ../inputs/input/ct.5]
t2588,[],-P [3 0 3 < ../inputs/input/ct.5]
t2589,[],-P [3 0 3 < ../inputs/input/ct.6]
t2590,[],-P [3 1 3 < ../inputs/input/ct.7]
t2591,[],-P [1 0 0 < ../inputs/input/ct.7]
t2592,[],-P [1 9 9 < ../inputs/input/ct.8]
t2593,[],-P [1 3 1 < ../inputs/input/ct.8]
t2594,[],-P [1 3 1 < ../inputs/input/ct.9]
t2595,[],-P [1 3 1 < ../inputs/input/ct.10]
t2598,[],-P [1 3 0 < ../inputs/input/ct.12]
t2599,[],-P [1 3 2 < ../inputs/input/ct.13]
t2601,[],-P [1 2 3 < ../inputs/input/ct.15]
t2602,[],-P [4 2 3 < ../inputs/input/ct.16]
t2603,[],-P [2 2 2 < ../inputs/input/ct.17]
t2604,[],-P [4 5 6 < ../inputs/input/ct.18]
t2605,[],-P [3 3 4 < ../inputs/input/ct.19]
t2606,[],-P [3 2 4 < ../inputs/input/ct.20]
t2607,[],-P [3 2 4 < ../inputs/input/ct.21]
t2608,[],-P [0 1 2 < ../inputs/input/ct.22]
t2609,[],-P [1 0 5 < ../inputs/input/ct.23]
t2610,[],-P [3 4 2 < ../inputs/input/ct.24]
t2611,[],-P [3 2 1 < ../inputs/input/ct.25]
t2612,[],-P [7 1 3 < ../inputs/input/ct.26]
t2613,[],-P [2 1 4 < ../inputs/input/ct.27]
t2614,[],-P [3 1 5 < ../inputs/input/ct.28]
t2615,[],-P [0 0 0 < ../inputs/input/ct.29]
t2616,[],-P [1 2 0 < ../inputs/input/ct.30]
t2618,[],-P [1 4 2 < ../inputs/input/ct.32]
t2619,[],-P [3 5 0 < ../inputs/input/ct.33]
t2620,[],-P [0 3 4 < ../inputs/input/ct.34]
t2621,[],-P [1 2 3 < ../inputs/input/ct.35]
t2622,[],-P [6 7 3 < ../inputs/input/ct.36]
t2623,[],-P [1 2 0 < ../inputs/input/ct.37]
t2624,[],-P [3 4 5 < ../inputs/input/ct.38]
t2625,[],-P [2 3 1 < ../inputs/input/ct.39]
t2626,[],-P [1 4 5 < ../inputs/input/ct.40]
t2627,[],-P [1 5 6 < ../inputs/input/ct.41]
t2628,[],-P [1 2 4 < ../inputs/input/ct.42]
t2629,[],-P [0 8 4 < ../inputs/input/ct.43]
t2630,[],-P [0 3 4 < ../inputs/input/ct.44]
t2631,[],-P [0 3 2 < ../inputs/input/ct.45]
t2632,[],-P [8 2 4 < ../inputs/input/ct.46]
t2633,[],-P [2 2 1 < ../inputs/input/ct.47]
t2634,[],-P [1 2 4 < ../inputs/input/ct.48]
t2635,[],-P [0 9 0 < ../inputs/input/ct.49]
t2636,[],-P [1 3 2 < ../inputs/input/ct.50]
t2637,[],-P [0 9 2 < ../inputs/input/ct.51]
t2638,[],-P [2 1 2 < ../inputs/input/ct.52]
t2639,[],-P [2 4 2 < ../inputs/input/ct.53]
t2640,[],-P [2 4 2 < ../inputs/input/ct.54]
t2641,[],-P [2 2 2 < ../inputs/input/ct.55]
t2642,[],-P [2 4 2 < ../inputs/input/ct.56]
t2643,[],-P [2 4 2 < ../inputs/input/ct.57]
t2644,[],-P [2 1 2 < ../inputs/input/ct.58]
t2645,[],-P [2 4 2 < ../inputs/input/ct.59]
t2646,[],-P [2 4 2 < ../inputs/input/ct.60]
t2647,[],-P [2 2 2 < ../inputs/input/ct.61]
t2648,[],-P [2 0 2 < ../inputs/input/ct.62]
t2649,[],-P [2 4 2 < ../inputs/input/ct.63]
t2650,[],-P [2 4 2 < ../inputs/input/ct.65]
t2652,[],-P [1 2 3 < ../inputs/input/zt.2]
t2653,[],-P [1 2 4 < ../inputs/input/zt.3]
t2654,[],-P [2 3 1 < ../inputs/input/zt.4]
t2655,[],-P [0 8 3 < ../inputs/input/zt.5]
t2657,[],-P [2 0 1 < ../inputs/input/zt.7]
t2658,[],-P [2 1 3 < ../inputs/input/zt.8]
t2659,[],-P [2 1 0 < ../inputs/input/zt.9]
t2660,[],-P [1 0 3 < ../inputs/input/zt.10]
t2661,[],-P [1 3 1 < ../inputs/input/zt.11]
t2663,[],-P [0 1 2 < ../inputs/input/zt.13]
t2665,[],-P [0 1 3 < ../inputs/input/zt.15]
t2666,[],-P [1 3 1 < ../inputs/input/zt.16]
t2667,[],-P [3 0 4 < ../inputs/input/zt.17]
t2668,[],-P [2 1 3 < ../inputs/input/zt.18]
t2669,[],-P [8 2 3 < ../inputs/input/zt.19]
t2670,[],-P [2 3 1 < ../inputs/input/zt.20]
t2671,[],-P [1 0 3 < ../inputs/input/zt.21]
t2672,[],-P [0 1 3 < ../inputs/input/zt.22]
t2673,[],-P [0 3 4 < ../inputs/input/zt.23]
t2674,[],-P [0 0 0 < ../inputs/input/zt.24]
t2675,[],-P [1 0 0 < ../inputs/input/zt.25]
t2676,[],-P [1 0 1 < ../inputs/input/zt.26]
t2677,[],-P [2 3 1 < ../inputs/input/zt.27]
t2678,[],-P [1 3 4 < ../inputs/input/zt.28]
t2679,[],-P [0 1 3 < ../inputs/input/zt.29]
t2680,[],-P [1 3 4 < ../inputs/input/zt.30]
t2681,[],-P [-2 4 2 < ../inputs/input/ct.65]
t2682,[],-P [3 1 -5 < ../inputs/input/zt.1]
t2683,[],-P [1 -2 3 < ../inputs/input/zt.2]
t2684,[],-P [-1 2 4 < ../inputs/input/zt.3]
t2685,[],-P [2 3 -1 < ../inputs/input/zt.4]
t2686,[],-P [0 -8 3 < ../inputs/input/zt.5]
t2687,[],-P [-6 2 0 < ../inputs/input/zt.6]
t2688,[],-P [2 0 -1 < ../inputs/input/zt.7]
t2689,[],-P [2 -1 3 < ../inputs/input/zt.8]
t2690,[],-P [-2 1 0 < ../inputs/input/zt.9]
t2691,[],-P [1 0 -3 < ../inputs/input/zt.10]
t2692,[],-P [1 -3 1 < ../inputs/input/zt.11]
t2693,[],-P [-5 2 9 < ../inputs/input/zt.12]
t2694,[],-P [0 1 -2 < ../inputs/input/zt.13]
t2695,[],-P [7 -1 3 < ../inputs/input/zt.14]
t2696,[],-P [-2 4 2 < ../inputs/input/ct.65]
t2697,[],-P [3 1 -5 < ../inputs/input/zt.1]
t2698,[],-P [1 -2 3 < ../inputs/input/zt.2]
t2699,[],-P [-1 2 4 < ../inputs/input/zt.3]
t2700,[],-P [2 3 -1 < ../inputs/input/zt.4]
t2701,[],-P [0 -8 3 < ../inputs/input/zt.5]
t2702,[],-P [-6 2 0 < ../inputs/input/zt.6]
t2703,[],-P [2 0 -1 < ../inputs/input/zt.7]
t2704,[],-P [2 -1 3 < ../inputs/input/zt.8]
t2705,[],-P [-2 1 0 < ../inputs/input/zt.9]
t2706,[],-P [1 0 -3 < ../inputs/input/zt.10]
t2707,[],-P [1 -3 1 < ../inputs/input/zt.11]
t2708,[],-P [-5 2 9 < ../inputs/input/zt.12]
t2709,[],-P [0 1 -2 < ../inputs/input/zt.13]
t2710,[],-P [7 -1 3 < ../inputs/input/zt.14]
